"Title","Brand","MSRP","Year"
"Lenovo IdeaPad 3 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad 3 Intel Pentium Laptop","Lenovo",350,2021
"Lenovo IdeaPad 3i Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad 3i Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad 3i Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad 3i Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad 3i Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad 5 15ALC05 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad 5 15ALC05 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad 5 15ALC05 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad 5 15IAL7 Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad 5 15IAL7 Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad 5 15IIL05 Intel Core i3 10th Gen Laptop","Lenovo",450,2019
"Lenovo IdeaPad 5 15IIL05 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad 5 15IIL05 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad 5 15ITL05 Intel Core i3 11th Gen Laptop","Lenovo",450,2020
"Lenovo IdeaPad 5 15ITL05 Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad 5 15ITL05 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad 5 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad 5 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad 5 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad 5 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad 5 Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad 5 Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad 5 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad 5 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad 5 Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad 5i Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad 5i Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad 5i Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad 5i Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad 5i Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad 5i Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad Flex 5 14ABR8 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad Flex 5 14ABR8 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad Flex 5 14ARE05 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad Flex 5 14ARE05 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad Flex 5 14ARE05 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad Flex 5 14IAU7 Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad Flex 5 14IAU7 Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i3 11th Gen Laptop","Lenovo",450,2020
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Flex 5 15ALC05 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad Flex 5 15ALC05 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad Flex 5 15ALC05 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad Flex 5 15IIL05 Intel Core i3 10th Gen Laptop","Lenovo",450,2019
"Lenovo IdeaPad Flex 5 15IIL05 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad Flex 5 15IIL05 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad Flex 5 15ITL05 Intel Core i3 11th Gen Laptop","Lenovo",450,2020
"Lenovo IdeaPad Flex 5 15ITL05 Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Flex 5 15ITL05 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Flex 5 16ALC7 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad Flex 5 16ALC7 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad Flex 5 16IAU7 Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad Flex 5 16IAU7 Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad Flex 5 16IRU8&nbsp;Intel Core i5 13th Gen Laptop","Lenovo",600,2022
"Lenovo IdeaPad Flex 5 16IRU8&nbsp;Intel Core i7 13th Gen Laptop","Lenovo",800,2022
"Lenovo IdeaPad Flex 5 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad Flex 5 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad Flex 5 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad Flex 5 Intel Core i3 10th Gen Laptop","Lenovo",450,2019
"Lenovo IdeaPad Flex 5 Intel Core i3 11th Gen Laptop","Lenovo",450,2020
"Lenovo IdeaPad Flex 5 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad Flex 5 Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad Flex 5 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad Flex 5 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Flex 5 Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad Flex 5i 14"" Intel Core i3 12th Gen Laptop","Lenovo",450,2021
"Lenovo IdeaPad Flex 5i 14"" Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad Flex 5i 14"" Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad Flex 5i 16"" Intel Core i5 13th Gen Laptop","Lenovo",600,2022
"Lenovo IdeaPad Flex 5i 16"" Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad Flex 5i 16"" Intel Core i7 13th Gen Laptop","Lenovo",800,2022
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 Nvidia GTX Laptop","Lenovo",600,2017
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 Nvidia RTX Laptop","Lenovo",600,2017
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 Nvidia GTX Laptop","Lenovo",800,2017
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 Nvidia RTX Laptop","Lenovo",800,2017
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5 12th Gen Nvidia RTX Laptop","Lenovo",600,2021
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i7 12th Gen Nvidia RTX Laptop","Lenovo",800,2021
"Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad Gaming 3i Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad Gaming 3i Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Gaming 3i Intel Core i5 12th Gen Laptop","Lenovo",600,2021
"Lenovo IdeaPad Gaming 3i Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad Gaming 3i Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Gaming 3i Intel Core i7 12th Gen Laptop","Lenovo",800,2021
"Lenovo IdeaPad L340 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad L340 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad L340 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad L340 Intel Core i3 8th Gen Laptop","Lenovo",450,2017
"Lenovo IdeaPad L340 Intel Core i5 8th Gen Laptop","Lenovo",600,2017
"Lenovo IdeaPad L340 Intel Core i5 9th Gen Laptop","Lenovo",600,2018
"Lenovo IdeaPad L340 Intel Core i7 8th Gen Laptop","Lenovo",800,2017
"Lenovo IdeaPad L340 Intel Core i7 9th Gen Laptop","Lenovo",800,2018
"Lenovo IdeaPad Pro 5i Intel Core Ultra 5 Laptop","Lenovo",1200,2024
"Lenovo IdeaPad Pro 5i Intel Core Ultra 7 Laptop","Lenovo",1400,2024
"Lenovo IdeaPad Pro 5i Intel Core Ultra 9 Laptop","Lenovo",1600,2024
"Lenovo IdeaPad S340 AMD Ryzen 3 Laptop","Lenovo",450,2017
"Lenovo IdeaPad S340 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad S340 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad S340 Intel Core i3 10th Gen Laptop","Lenovo",450,2019
"Lenovo IdeaPad S340 Intel Core i3 8th Gen Laptop","Lenovo",450,2017
"Lenovo IdeaPad S340 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad S340 Intel Core i5 8th Gen Laptop","Lenovo",600,2017
"Lenovo IdeaPad S340 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad S340 Intel Core i7 8th Gen Laptop","Lenovo",800,2017
"Lenovo IdeaPad S540 AMD Ryzen 5 Laptop","Lenovo",600,2017
"Lenovo IdeaPad S540 AMD Ryzen 7 Laptop","Lenovo",800,2017
"Lenovo IdeaPad S540 Intel Core i3 8th Gen Laptop","Lenovo",450,2017
"Lenovo IdeaPad S540 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad S540 Intel Core i5 8th Gen Laptop","Lenovo",600,2017
"Lenovo IdeaPad S540 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad S740 Intel Core i7 9th Gen Nvidia GTX 1650 Laptop","Lenovo",800,2018
"Lenovo IdeaPad S740 Intel Core i9 9th Gen Nvidia GTX 1650 Laptop","Lenovo",1200,2018
"Lenovo IdeaPad S940 Intel Core i5 8th Gen Laptop","Lenovo",600,2017
"Lenovo IdeaPad S940 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad S940 Intel Core i7 8th Gen Laptop","Lenovo",800,2017
"Lenovo IdeaPad Slim 5 16IRL8 Intel Core i5 13th Gen Laptop","Lenovo",600,2022
"Lenovo IdeaPad Slim 5 16IRL8 Intel Core i7 13th Gen Laptop","Lenovo",800,2022
"Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen Laptop","Lenovo",600,2022
"Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen Laptop","Lenovo",800,2022
"Lenovo IdeaPad Slim 7 Intel Core i5 10th Gen Laptop","Lenovo",600,2019
"Lenovo IdeaPad Slim 7 Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Slim 7 Intel Core i7 10th Gen Laptop","Lenovo",800,2019
"Lenovo IdeaPad Slim 7 Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Slim 7 Pro Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Slim 7 Pro Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Slim 7i 14"" Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Slim 7i 14"" Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Slim 9i 14"" Intel Core i5 11th Gen Laptop","Lenovo",600,2020
"Lenovo IdeaPad Slim 9i 14"" Intel Core i7 11th Gen Laptop","Lenovo",800,2020
"Lenovo IdeaPad Y70-70 Touch Screen Intel Core i5 Laptop","Lenovo",600,2014
"Lenovo IdeaPad Y70-70 Touch Screen Intel Core i7 Laptop","Lenovo",800,2014
"Lenovo IdeaPad Y700 15.6"" Intel Core i5 6th Gen Laptop","Lenovo",600,2015
"Lenovo IdeaPad Y700 15.6"" Intel Core i7 6th Gen Laptop","Lenovo",800,2015
"Lenovo IdeaPad Y700 17.3"" Intel Core i5 6th Gen Laptop","Lenovo",600,2015
"Lenovo IdeaPad Y700 17.3"" Intel Core i7 6th Gen Laptop","Lenovo",800,2015
"Lenovo Legion 5 15ACH6H AMD Ryzen 5 Nvidia RTX 3060 Laptop","Lenovo",600,2017
"Lenovo Legion 5 15ACH6H AMD Ryzen 5 Nvidia RTX 3070 Laptop","Lenovo",600,2017
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 Nvidia RTX 3060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 Nvidia RTX 3070 Laptop","Lenovo",800,2017
"Lenovo Legion 5 15ARH7H AMD Ryzen 7 Nvidia RTX 3060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 15ARH7H AMD Ryzen 7 Nvidia RTX 3070 Laptop","Lenovo",800,2017
"Lenovo Legion 5 15IAH7H Intel Core i7 12th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2021
"Lenovo Legion 5 15IAH7H Intel Core i7 12th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2021
"Lenovo Legion 5 15IMH05 Intel Core i5 10th Gen Nvidia GTX 1650 Laptop","Lenovo",600,2019
"Lenovo Legion 5 15IMH05 Intel Core i7 10th Gen Nvidia GTX 1650 Laptop","Lenovo",800,2019
"Lenovo Legion 5 15IMH05 Intel Core i7 10th Gen Nvidia GTX 1660 Laptop","Lenovo",800,2019
"Lenovo Legion 5 15IMH05 Intel Core i7 10th Gen Nvidia RTX 2060 Laptop","Lenovo",800,2019
"Lenovo Legion 5 17ACH6H AMD Ryzen 7 Nvidia RTX 3060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 17ACH6H AMD Ryzen 7 Nvidia RTX 3070 Laptop","Lenovo",800,2017
"Lenovo Legion 5 AMD Ryzen 5 Nvidia GTX 1650 Laptop","Lenovo",600,2017
"Lenovo Legion 5 AMD Ryzen 5 Nvidia GTX 1660 Laptop","Lenovo",600,2017
"Lenovo Legion 5 AMD Ryzen 5 Nvidia RTX 2060 Laptop","Lenovo",600,2017
"Lenovo Legion 5 AMD Ryzen 5 Nvidia RTX 3050 Laptop","Lenovo",600,2017
"Lenovo Legion 5 AMD Ryzen 5 Nvidia RTX 3060 Laptop","Lenovo",600,2017
"Lenovo Legion 5 AMD Ryzen 5 Nvidia RTX 3070 Laptop","Lenovo",600,2017
"Lenovo Legion 5 AMD Ryzen 7 Nvidia GTX 1650 Laptop","Lenovo",800,2017
"Lenovo Legion 5 AMD Ryzen 7 Nvidia GTX 1660 Laptop","Lenovo",800,2017
"Lenovo Legion 5 AMD Ryzen 7 Nvidia RTX 2060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 AMD Ryzen 7 Nvidia RTX 3050 Laptop","Lenovo",800,2017
"Lenovo Legion 5 AMD Ryzen 7 Nvidia RTX 3060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 AMD Ryzen 7 Nvidia RTX 3070 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7 12th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2021
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7 12th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2021
"Lenovo Legion 5 Pro 16ITH6H Intel Core i7 11th Gen Nvidia RTX 3050 Laptop","Lenovo",800,2020
"Lenovo Legion 5 Pro 16ITH6H Intel Core i7 11th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2020
"Lenovo Legion 5 Pro 16ITH6H Intel Core i7 11th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2020
"Lenovo Legion 5 Pro Gen 6 AMD Ryzen 7 Nvidia RTX 3050 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 6 AMD Ryzen 7 Nvidia RTX 3060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 6 AMD Ryzen 7 Nvidia RTX 3070 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 7 AMD Ryzen 7 Nvidia RTX 3050 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 7 AMD Ryzen 7 Nvidia RTX 3060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 7 AMD Ryzen 7 Nvidia RTX 3070 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 7 AMD Ryzen 9 Nvidia RTX 3060 Laptop","Lenovo",1200,2019
"Lenovo Legion 5 Pro Gen 7 AMD Ryzen 9 Nvidia RTX 3070 Laptop","Lenovo",1200,2019
"Lenovo Legion 5 Pro Gen 8 AMD Ryzen 7 Nvidia RTX 4050 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 8 AMD Ryzen 7 Nvidia RTX 4060 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 8 AMD Ryzen 7 Nvidia RTX 4070 Laptop","Lenovo",800,2017
"Lenovo Legion 5 Pro Gen 8 AMD Ryzen 9 Nvidia RTX 4060 Laptop","Lenovo",1200,2019
"Lenovo Legion 5 Pro Gen 8 AMD Ryzen 9 Nvidia RTX 4070 Laptop","Lenovo",1200,2019
"Lenovo Legion 5 Pro Intel Core i7 11th Gen Nvidia RTX 3050 Laptop","Lenovo",800,2020
"Lenovo Legion 5 Pro Intel Core i7 11th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2020
"Lenovo Legion 5 Pro Intel Core i7 11th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2020
"Lenovo Legion 5 Pro Intel Core i7 12th Gen Nvidia RTX 3050 Laptop","Lenovo",800,2021
"Lenovo Legion 5 Pro Intel Core i7 12th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2021
"Lenovo Legion 5 Pro Intel Core i7 12th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2021
"Lenovo Legion 5i Gen 9 Intel Core i7 14th Gen Nvidia RTX 4060 Laptop","Lenovo",800,2023
"Lenovo Legion 5i Gen 9 Intel Core i7 14th Gen Nvidia RTX 4070 Laptop","Lenovo",800,2023
"Lenovo Legion 5i Gen 9 Intel Core i7 14th Gen Nvidia RTX 4080 Laptop","Lenovo",800,2023
"Lenovo Legion 5i Gen 9 Intel Core i7 14th Gen Nvidia RTX 4090 Laptop","Lenovo",800,2023
"Lenovo Legion 5i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4060 Laptop","Lenovo",1200,2023
"Lenovo Legion 5i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4070 Laptop","Lenovo",1200,2023
"Lenovo Legion 5i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4080 Laptop","Lenovo",1200,2023
"Lenovo Legion 5i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4090 Laptop","Lenovo",1200,2023
"Lenovo Legion 5i Intel Core i5 10th Gen Nvidia GTX 1650 Laptop","Lenovo",600,2019
"Lenovo Legion 5i Intel Core i7 10th Gen Nvidia GTX 1650 Laptop","Lenovo",800,2019
"Lenovo Legion 5i Intel Core i7 10th Gen Nvidia GTX 1660 Laptop","Lenovo",800,2019
"Lenovo Legion 5i Intel Core i7 10th Gen Nvidia RTX 2060 Laptop","Lenovo",800,2019
"Lenovo Legion 5i Pro Intel Core i7 11th Gen Nvidia RTX 3050 Laptop","Lenovo",800,2020
"Lenovo Legion 5i Pro Intel Core i7 11th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2020
"Lenovo Legion 5i Pro Intel Core i7 11th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2020
"Lenovo Legion 5i Pro Intel Core i7 12th Gen Nvidia RTX 3050 Laptop","Lenovo",800,2021
"Lenovo Legion 5i Pro Intel Core i7 12th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2021
"Lenovo Legion 5i Pro Intel Core i7 12th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2021
"Lenovo Legion 7 15IMH05 Intel Core i7 10th Gen Nvidia RTX 2060 Laptop","Lenovo",800,2019
"Lenovo Legion 7 15IMH05 Intel Core i7 10th Gen Nvidia RTX 2070 Laptop","Lenovo",800,2019
"Lenovo Legion 7 15IMH05 Intel Core i7 10th Gen Nvidia RTX 2080 Laptop","Lenovo",800,2019
"Lenovo Legion 7 15IMH05 Intel Core i9 10th Gen Nvidia RTX 2080 Laptop","Lenovo",1200,2019
"Lenovo Legion 7 Gen 6 AMD Ryzen 7 Nvidia RTX 3060 Laptop","Lenovo",800,2017
"Lenovo Legion 7 Gen 6 AMD Ryzen 7 Nvidia RTX 3070 Laptop","Lenovo",800,2017
"Lenovo Legion 7 Gen 6 AMD Ryzen 7 Nvidia RTX 3080 Laptop","Lenovo",800,2017
"Lenovo Legion 7 Gen 6 AMD Ryzen 9 Nvidia RTX 3060 Laptop","Lenovo",1200,2019
"Lenovo Legion 7 Gen 6 AMD Ryzen 9 Nvidia RTX 3070 Laptop","Lenovo",1200,2019
"Lenovo Legion 7 Gen 6 AMD Ryzen 9 Nvidia RTX 3080 Laptop","Lenovo",1200,2019
"Lenovo Legion 7 Gen 7 AMD Ryzen 7 Nvidia RTX 4000 Series Laptop","Lenovo",800,2017
"Lenovo Legion 7 Gen 7 AMD Ryzen 9 Nvidia RTX 4000 Series Laptop","Lenovo",1200,2019
"Lenovo Legion 7i 16IAX7 Intel Core i9 12th Gen Nvidia RTX 3070 Laptop","Lenovo",1200,2021
"Lenovo Legion 7i 16IAX7 Intel Core i9 12th Gen Nvidia RTX 3080 Laptop","Lenovo",1200,2021
"Lenovo Legion 7i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4070 Laptop","Lenovo",1200,2023
"Lenovo Legion 7i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4080 Laptop","Lenovo",1200,2023
"Lenovo Legion 7i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4090 Laptop","Lenovo",1200,2023
"Lenovo Legion 7i Intel Core i7 10th Gen Nvidia RTX 2060 Laptop","Lenovo",800,2019
"Lenovo Legion 7i Intel Core i7 10th Gen Nvidia RTX 2070 Laptop","Lenovo",800,2019
"Lenovo Legion 7i Intel Core i7 10th Gen Nvidia RTX 2080 Laptop","Lenovo",800,2019
"Lenovo Legion 7i Intel Core i7 11th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2020
"Lenovo Legion 7i Intel Core i7 11th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2020
"Lenovo Legion 7i Intel Core i7 11th Gen Nvidia RTX 3080 Laptop","Lenovo",800,2020
"Lenovo Legion 7i Intel Core i7 12th Gen Nvidia RTX 3060 Laptop","Lenovo",800,2021
"Lenovo Legion 7i Intel Core i7 12th Gen Nvidia RTX 3070 Laptop","Lenovo",800,2021
"Lenovo Legion 7i Intel Core i7 12th Gen Nvidia RTX 3080 Laptop","Lenovo",800,2021
"Lenovo Legion 7i Intel Core i7 14th Gen Nvidia RTX Laptop","Lenovo",800,2023
"Lenovo Legion 7i Intel Core i9 10th Gen Nvidia RTX 2080 Laptop","Lenovo",1200,2019
"Lenovo Legion 7i Intel Core i9 11th Gen Nvidia RTX 3070 Laptop","Lenovo",1200,2020
"Lenovo Legion 7i Intel Core i9 11th Gen Nvidia RTX 3080 Laptop","Lenovo",1200,2020
"Lenovo Legion 7i Intel Core i9 12th Gen Nvidia RTX 3070 Laptop","Lenovo",1200,2021
"Lenovo Legion 7i Intel Core i9 12th Gen Nvidia RTX 3080 Laptop","Lenovo",1200,2021
"Lenovo Legion 9i Gen 8 Intel Core i9 13th Gen Nvidia RTX 4080 Laptop","Lenovo",1200,2022
"Lenovo Legion 9i Gen 8 Intel Core i9 13th Gen Nvidia RTX 4090 Laptop","Lenovo",1200,2022
"Lenovo Legion 9i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4080 Laptop","Lenovo",1200,2023
"Lenovo Legion 9i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4090 Laptop","Lenovo",1200,2023
"Lenovo Legion Pro 5 16IRX8 16"" Intel Core i5 13th Gen Nvidia RTX 4050 Laptop","Lenovo",600,2022
"Lenovo Legion Pro 5 16IRX8 16"" Intel Core i5 13th Gen Nvidia RTX 4060 Laptop","Lenovo",600,2022
"Lenovo Legion Pro 5 16IRX8 16"" Intel Core i7 13th Gen Nvidia RTX 4060 Laptop","Lenovo",800,2022
"Lenovo Legion Pro 5 16IRX8 16"" Intel Core i7 13th Gen Nvidia RTX 4070 Laptop","Lenovo",800,2022
"Lenovo Legion Pro 5 16IRX8 16"" Intel Core i9 13th Gen Nvidia RTX 4060 Laptop","Lenovo",1200,2022
"Lenovo Legion Pro 5 16IRX8 16"" Intel Core i9 13th Gen Nvidia RTX 4070 Laptop","Lenovo",1200,2022
"Lenovo Legion Pro 5i Gen 8 Intel Core i5 13th Gen Nvidia RTX 4050 Laptop","Lenovo",600,2022
"Lenovo Legion Pro 5i Gen 8 Intel Core i5 13th Gen Nvidia RTX 4060 Laptop","Lenovo",600,2022
"Lenovo Legion Pro 5i Gen 8 Intel Core i7 13th Gen Nvidia RTX 4060 Laptop","Lenovo",800,2022
"Lenovo Legion Pro 5i Gen 8 Intel Core i7 13th Gen Nvidia RTX 4070 Laptop","Lenovo",800,2022
"Lenovo Legion Pro 5i Gen 8 Intel Core i9 13th Gen Nvidia RTX 4060 Laptop","Lenovo",1200,2022
"Lenovo Legion Pro 5i Gen 8 Intel Core i9 13th Gen Nvidia RTX 4070 Laptop","Lenovo",1200,2022
"Lenovo Legion Pro 5i Gen 9 Intel Core i7 14th Gen Nvidia RTX 4060 Laptop","Lenovo",800,2023
"Lenovo Legion Pro 5i Gen 9 Intel Core i7 14th Gen Nvidia RTX 4070 Laptop","Lenovo",800,2023
"Lenovo Legion Pro 5i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4060 Laptop","Lenovo",1200,2023
"Lenovo Legion Pro 5i Gen 9 Intel Core i9 14th Gen Nvidia RTX 4070 Laptop","Lenovo",1200,2023
